Preferred_Contact_Method,Product_Category_Preferences
SMS,"the, face, price, activity"
Phone,"a, ago, other, capital, style"
SMS,act
SMS,"box, trade, plant"
Email,"material, director, population"
SMS,"first, person, adult, official"
SMS,"bag, care, goal"
SMS,"somebody, middle, may"
Email,"subject, economic, style, in"
SMS,"action, medical, whole, police"
SMS,father
Phone,factor
SMS,stock
Email,"painting, human, reason, interest, enough"
Email,model
Phone,"south, remain"
SMS,"need, site, long, that"
SMS,"husband, half, loss, me"
SMS,"use, build, popular, nature, door"
SMS,"same, discussion, learn, seek"
Phone,fast
Email,"seek, third, according"
Email,"soldier, manage, drop"
Phone,son
Phone,"trouble, court"
Email,dark
Phone,"gun, no, must"
Phone,"join, really"
Phone,"high, work, nothing, human"
Email,"help, employee, office"
Phone,"series, card, down, accept, station"
Phone,be
SMS,"last, news, research"
SMS,"from, cut, carry, everything"
Phone,"network, left, deep, same, newspaper"
Phone,"nation, human, include, feel, husband"
Phone,long
Phone,"need, record"
Phone,"key, mother, wife, hundred"
Email,"must, manage, by"
Phone,"begin, likely, size"
Phone,"itself, company"
SMS,"bad, many, present, between, join"
Email,"hotel, toward, his, article, off"
Email,of
SMS,"wife, about"
Email,"church, design, quickly"
Phone,"season, page, become"
SMS,"not, science, right, I, medical"
SMS,family
Email,"former, during, hit"
Email,"own, myself, number, him, court"
Phone,everybody
Email,"quality, those, war, goal, maintain"
SMS,"throw, half"
Phone,"paper, mind, democratic, hour"
Email,"do, federal"
Phone,box
Phone,change
Phone,office
Email,"continue, among"
Phone,"source, drop"
Phone,"dog, direction, lot, consumer"
Email,"which, station, forget, fire, interesting"
Phone,"professor, operation"
SMS,"ahead, this, student, nothing"
Email,mean
Phone,"ever, create, water, simple, very"
Phone,trouble
Email,"wife, ability, heavy"
Phone,"who, animal, standard, home, education"
Phone,"seem, notice, city, commercial"
SMS,"research, himself, public, both, add"
Email,"four, project"
Email,"great, trial, price, suggest, magazine"
Email,"production, add"
SMS,range
SMS,"field, before, especially, ball"
Email,"vote, color, age, by, practice"
Email,task
Email,"way, time"
SMS,"must, decision"
SMS,"left, response, relationship"
SMS,claim
Phone,morning
Email,"so, not, begin, land"
Phone,"position, activity, any"
Phone,"challenge, happen, today"
Phone,build
Phone,"senior, others, party, theory"
Email,stop
Email,"realize, front, fire, increase, behavior"
Phone,"exist, chance, street, rest"
Phone,"report, trouble, act"
Email,"data, wall, feel"
SMS,"at, together, accept"
Phone,"must, heart, guy"
Phone,"bank, through, miss"
SMS,"law, trip"
SMS,only
Email,then
Email,"practice, even, camera, play, eight"
Email,"although, million, direction, collection"
Phone,within
SMS,"contain, suddenly, top, sing"
SMS,beat
SMS,"plant, environment"
Email,"hand, agency, skill, good"
Phone,"phone, reach, even, lose"
Phone,"soldier, cut"
Phone,"last, standard, thought, difference, attorney"
Phone,"capital, avoid"
SMS,anything
Email,"provide, few, smile, low"
SMS,"partner, rise, tree"
Email,"life, without"
Email,"democratic, result"
Phone,"open, however, house"
Phone,should
Email,"analysis, traditional"
Phone,"effect, begin, stuff, way"
Email,"so, town, marriage"
Email,"protect, and, stock, section, explain"
SMS,"condition, we, ago, board"
SMS,"view, year, population, around"
SMS,"reflect, through"
Email,"fly, us"
Email,"nice, anything, sometimes"
Email,"face, personal, around"
Email,five
Email,"defense, turn, radio, teach"
Email,"others, star, only, you"
Phone,"cell, program, know, leg, very"
SMS,"reality, stand, government, think"
SMS,every
Phone,"dinner, research"
SMS,perhaps
SMS,"its, thus, chance, rich"
SMS,"under, feeling, consider"
Phone,"change, edge"
SMS,"doctor, marriage, whose"
Email,"several, try, happen, chance, industry"
SMS,"summer, include"
Email,"describe, mean, management, lose"
Phone,"enough, value"
Email,"whom, pretty, whatever"
Email,design
SMS,"project, knowledge, themselves"
Email,"collection, six, movement, condition"
Email,"recent, none, later"
Email,"right, win"
Phone,institution
Email,"low, property, national, president, movie"
Phone,"describe, within, guess"
Phone,"news, ok, director, say, image"
Phone,between
SMS,"issue, town, size"
Email,"save, still, standard, realize"
Email,"camera, check, speak"
Phone,"second, side"
Phone,"ground, skin, up, war"
SMS,"write, should"
SMS,marriage
SMS,young
Phone,we
Phone,"physical, next"
Phone,"husband, sister, respond, chance"
SMS,"voice, concern, else, term, behind"
Email,"remember, big"
Phone,music
SMS,"up, road, try, five"
Phone,"room, state"
Email,"material, education, key"
SMS,"marriage, commercial, require"
SMS,"inside, leg, well, choose"
Phone,"young, model, investment"
Email,"whom, almost"
Email,"same, give, value, evidence"
SMS,"memory, memory, series, much, live"
Phone,"need, stand"
Phone,"around, a, perhaps"
Email,"commercial, in"
SMS,"buy, guess, business, how"
Email,"share, reflect"
SMS,"control, plan, special"
Phone,"whom, company, really, explain"
SMS,"class, different, body, item"
Phone,"Republican, compare"
SMS,"she, safe, speak, strategy"
Phone,"school, around, any"
Phone,"decide, hotel, always"
Email,"happy, central"
SMS,"office, real"
SMS,"item, put"
Email,"eight, necessary"
Email,"sit, worker, special, while, west"
SMS,"ahead, upon, together"
SMS,"notice, floor, learn"
Email,"decide, only, available, eat, thousand"
SMS,"green, plan, professor, cold, I"
SMS,"join, group"
SMS,"catch, trade, clear"
Email,"give, development, summer, budget, whole"
Phone,"majority, there, simple, place"
Phone,"someone, control"
SMS,"report, name, head, level"
Email,"remember, dream, song, yes, never"
Phone,"national, ever, little, impact"
Email,"cultural, glass, subject, like"
Email,"oil, hundred, along, together, manager"
Phone,"pick, marriage, citizen, finally"
Email,teacher
Phone,forward
Email,"simple, protect, consider, visit"
SMS,"form, good, trouble"
Email,"shoulder, image"
Phone,"of, stand, according, anyone, research"
Email,"although, explain, almost, feel, partner"
Phone,"partner, continue, generation, actually, third"
SMS,"argue, relate"
SMS,"window, want, thousand, meeting"
Phone,"case, fear, indicate"
Phone,"his, middle, example"
Email,"music, catch"
SMS,"town, up, buy"
Phone,"like, father, teacher, big, four"
SMS,"policy, throw"
Email,"out, war, goal, admit"
Email,"focus, arrive, knowledge"
Phone,"particular, thought, here"
SMS,woman
Phone,"animal, my, down, article, rich"
Phone,media
Phone,each
SMS,"food, character, behavior, life"
SMS,"scene, expect, commercial, sure"
Email,go
SMS,ago
Email,"person, minute"
Phone,"vote, majority, in"
Phone,"eight, person, baby"
Email,"foot, try, ahead"
Email,including
Email,"model, everybody, store, know"
SMS,"property, air, know, site, look"
Email,"could, sound, manager"
Email,"prove, throw, key"
SMS,"amount, apply"
Phone,and
Phone,they
Phone,"production, course"
Email,"would, show, billion, form, effect"
Phone,"industry, short, later"
Phone,"try, center, party"
Email,"particularly, than, clearly, security, lose"
SMS,"race, address, while"
Email,style
Email,"subject, degree, pressure, place"
Phone,"operation, heavy, phone"
Email,"alone, write, population, teach, evening"
Phone,"media, major, necessary, record"
Email,"bar, eat, fine, fact, traditional"
SMS,"include, before, heart, health"
Phone,"scene, use, smile, property, worry"
Email,middle
Phone,"radio, new, want, success"
SMS,"late, sort, head"
Phone,particular
SMS,"doctor, ever, hear"
Email,"perhaps, must, song"
Phone,"heavy, data, study, event"
SMS,"small, hit, friend, available"
Phone,"performance, game, gas"
Email,police
Email,"work, somebody"
Phone,beautiful
SMS,"dream, Mrs, picture, another"
SMS,"trip, moment, hundred, test, yes"
Phone,"main, language, budget, role"
Email,"note, imagine, huge"
Email,"have, their"
Phone,"set, unit"
Email,"professor, around"
Email,"hundred, popular, mission, partner"
SMS,"poor, election"
Phone,"clear, clear"
Phone,"cold, president, lawyer, see"
SMS,south
SMS,"section, score, stuff, economic"
SMS,direction
Phone,"tell, value"
Phone,"participant, have"
Email,"rest, nation, page"
Phone,"once, maintain, certainly"
Phone,"beyond, stay, all"
SMS,result
Phone,total
Phone,"country, pretty, others, grow"
Email,"let, market, reason, everyone"
SMS,"past, include, table"
SMS,"threat, up, always, series, fund"
Phone,"physical, old"
Email,"he, some"
Phone,"them, knowledge, any"
SMS,"yes, like, economy, rise, drive"
SMS,"forget, condition, American, about, peace"
SMS,"beyond, authority"
Email,"similar, next, number"
Email,nature
Email,"without, compare, race"
Email,"traditional, lay"
SMS,mean
Phone,"fight, art"
SMS,"establish, already"
Phone,"evening, action, wind, first, play"
Phone,race
Email,"girl, end"
Email,read
Email,"government, market, art, sometimes, fill"
Email,"technology, establish, event, south, thank"
Phone,possible
Email,"movie, should, ten, ahead, never"
Email,matter
Phone,"usually, story, chance, within, cultural"
Email,"live, eat, himself, choose, save"
SMS,"expect, structure, at, sell, law"
SMS,"condition, none, me"
Phone,"wish, start, entire"
Email,"time, goal, reduce"
Phone,"everything, fish, her, clear"
Email,"use, local, just, hold"
Phone,"machine, clearly, loss, suffer, painting"
Email,art
Email,"might, help"
SMS,return
SMS,"product, could"
SMS,"likely, whose, still, everybody"
Phone,"country, direction, such, foreign"
SMS,"catch, them, she, treat, current"
Email,role
Email,"admit, court"
Email,"machine, improve, federal, participant, generation"
SMS,"arm, physical, radio"
SMS,"tend, on, treat, upon, right"
Email,"evidence, job, few"
Phone,after
Email,"firm, color"
Email,"back, almost"
SMS,often
SMS,"inside, probably, head"
Phone,"newspaper, senior"
SMS,"over, kitchen, ever, subject, hour"
Phone,"last, space"
Email,particularly
SMS,"school, into"
Email,"choice, five, pass"
SMS,"laugh, while, effort"
Email,"person, increase, new, meet"
Email,"myself, fine, charge"
SMS,"training, voice, since, report"
Phone,figure
SMS,"stage, ever, line, card"
Phone,doctor
SMS,"say, agree, town, subject"
SMS,"provide, Mr, account, yard, trial"
SMS,"issue, stay, serious, consumer"
SMS,"this, single, line"
Phone,"choose, international, notice, girl"
SMS,"purpose, hot, significant"
Phone,site
Email,"organization, coach, evening, remain, third"
SMS,"someone, on, interest, for, example"
Phone,"pay, either, pick, industry"
Email,"statement, represent, each"
Phone,"part, leader, choice"
SMS,"page, answer"
Phone,"discuss, run, include"
SMS,"class, also, agent, environment, decide"
SMS,"yourself, argue, over, conference"
Email,"onto, young, democratic"
Email,"floor, special, act, city"
Email,"agreement, total, always"
Phone,"throw, meet, hospital, apply"
SMS,"loss, yard"
Phone,until
Email,"Mr, deep"
SMS,job
Phone,"dark, soon, project"
Email,"wonder, police, military, strong"
SMS,prevent
Phone,"forward, somebody, whom"
Phone,"never, general"
SMS,wait
Phone,ever
SMS,region
Phone,"author, huge, himself"
Phone,pressure
SMS,"they, hand, rule"
SMS,"police, indicate, room, debate"
Phone,"project, water, side"
Email,"miss, government"
Email,"only, state"
SMS,action
Email,"matter, guess, risk"
Email,"whatever, hot, become, such, despite"
Phone,"save, understand, enjoy"
Phone,"clearly, history, contain, audience, answer"
Phone,"art, step, rather, expect, think"
SMS,"yeah, state, building, available"
Phone,huge
SMS,"public, account, writer, its"
SMS,"enter, feeling, far, indicate, computer"
SMS,"form, on"
Email,hour
Email,"according, star, husband, choice, theory"
Phone,"material, red, red, sing"
Email,"particular, buy"
SMS,"remain, book"
SMS,explain
Email,"lay, provide"
SMS,"collection, girl, voice, home"
Email,"significant, film, authority"
Email,"blood, concern"
Phone,"bag, compare, head, window, think"
Email,study
Phone,leave
Phone,"each, catch, computer"
SMS,"realize, everything"
Phone,"population, mean, seem, six, of"
Email,"chair, writer, family"
Email,"fire, worker, remain, personal, sign"
Phone,"son, health, of, five, consumer"
SMS,"anyone, decide, purpose, already"
SMS,"work, why, threat"
Phone,"claim, stay"
Email,"skin, shoulder, bit, condition, box"
Email,"sense, worker, like, your"
Phone,personal
SMS,"skill, place, career, piece, ago"
SMS,"able, music, education, foreign, unit"
Email,"last, a, pay"
Phone,throughout
Email,which
Phone,"arm, grow, teach, simply, clearly"
SMS,"young, toward, arrive, view"
Phone,"politics, audience, determine, hear"
Email,"cold, street, I, large"
SMS,"phone, sort"
Email,"degree, them, mean, end, board"
Email,"fast, page, scientist"
Email,"join, just, go, decide"
Phone,"international, north"
Phone,"difference, ahead, into, answer"
Email,"according, which"
SMS,"call, again, positive, hotel, nearly"
SMS,"develop, million, concern"
Email,"election, write"
SMS,"attorney, age, least"
SMS,"people, range, data, rather"
Email,"own, become, on, tend"
SMS,should
Email,really
SMS,"future, worry, make, trouble"
SMS,"agreement, modern"
Phone,"relate, traditional"
Email,"dark, surface, road, reveal"
SMS,"miss, stop, always"
Phone,"head, such, on, data"
Phone,ten
Phone,"since, follow, character, treat, within"
Phone,"under, her, off"
Email,"situation, money, just, street, music"
Phone,catch
SMS,"raise, Republican"
Email,"quality, claim, important"
Email,"note, enjoy, right, hear"
Phone,"free, hope"
Email,area
Email,"culture, investment, cover, figure"
SMS,"yet, until, bag, pattern"
Email,"common, kid"
SMS,"garden, parent, collection"
Email,"top, last, on"
Phone,"now, suffer, series, choice"
Email,"country, speech, race"
Email,"easy, price, base, education"
Email,"production, individual, investment"
Email,"though, decade, over, would"
Phone,"century, marriage"
Phone,"still, outside"
Phone,"between, draw"
Phone,"fast, bring, approach, house"
Phone,"decade, American, family"
SMS,"difficult, happy"
SMS,"huge, hold"
Phone,"end, follow, answer, response"
Email,"majority, high, floor, race, more"
Email,"anything, look, while, buy, firm"
SMS,"bill, message, everyone, work, create"
SMS,"state, friend"
Phone,"health, able, base, threat"
Phone,kid
Email,court
Phone,"local, candidate, tell, phone"
Email,"when, start, carry"
SMS,"bar, perhaps, drive"
SMS,"industry, trial, glass"
Email,"let, appear, spring, recent"
Phone,"total, alone, play"
SMS,cut
SMS,"couple, prove, plan, player"
Phone,"author, country"
Email,"all, above, senior, hotel, skin"
SMS,yard
SMS,"rest, college, professional"
SMS,"season, her, fill, everybody"
SMS,"our, test, of"
Phone,"past, all"
Phone,"worry, may, glass, them, one"
Email,"poor, pass, really, effect, image"
SMS,"west, human, major"
Email,beyond
Phone,"heart, guy, skill, quality"
Phone,"speech, memory, leg, operation"
Phone,"example, number, staff"
Email,"look, town, contain"
Phone,"either, least, senior, quickly, land"
Email,"start, game, easy"
Email,"protect, skin, more, nearly"
